SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532616,XCHANGING   ,B ,Q,70.30,70.30,66.25,67.00,67.30,69.60,302,22777,1554447.00,
532617,JETAIRWAYS  ,Z ,Q,108.00,114.35,103.70,107.10,105.40,108.95,579,37846,4066527.00,
532621,MORARJETEX  ,B ,Q,15.85,16.08,15.54,15.54,15.54,16.35,27,7203,114200.00,
532622,GATEWAY DIST,A ,Q,182.40,182.40,175.05,177.85,176.20,179.55,225,5790,1029060.00,
532624,JINDALPH    ,B ,Q,55.55,55.55,50.35,55.55,55.55,52.95,317,37500,2050440.00,
532626,PONDY OXIDES,X ,Q,224.95,224.95,212.00,213.25,213.25,220.50,222,6826,1477451.00,
532627,JPPOWER     ,B ,Q,2.65,2.67,2.54,2.57,2.57,2.63,25655,3054229,7906633.00,
532628,3I INFOTECH ,B ,Q,7.77,8.26,7.61,7.62,7.62,8.01,38080,3321477,25955362.00,
532629,MCNALLYB    ,T ,Q,8.89,8.99,8.33,8.36,8.33,8.76,39,9942,84826.00,
532630,GOKALDAS    ,B ,Q,82.50,84.70,78.45,80.40,80.50,82.75,664,38952,3204843.00,
532633,ALLSEC TECH ,B ,Q,321.05,321.05,298.00,303.30,305.80,312.20,45,437,133548.00,
532636,IIFL        ,A ,Q,337.20,341.00,314.95,314.95,314.95,331.50,1730,50388,16445383.00,
532637,MAN DRUGORG ,B ,Q,111.60,111.60,100.45,101.60,101.60,104.20,420,13315,1366519.00,
532638,SHOPPER STOP,A ,Q,223.60,229.60,218.75,220.95,222.60,223.50,425,14202,3191943.00,
532640,CYBER MEDIA ,T ,Q,13.05,13.05,13.05,13.05,13.05,13.70,2,87,1135.00,
532641,NDL         ,B ,Q,32.35,32.35,29.90,31.55,31.75,32.15,39,5205,161371.00,
532642,JSWHL       ,A ,Q,3600.00,3600.00,3495.00,3514.85,3495.00,3532.15,20,31,109944.00,
532644,JK CEMENT   ,A ,Q,2895.00,2895.00,2759.30,2769.55,2766.00,2854.35,677,2782,7804829.00,
532648,YES BANK    ,A ,Q,15.15,15.30,14.80,14.90,14.90,15.10,38180,21030742,315722032.00,
532649,NECTAR LIFE ,B ,Q,20.75,20.75,19.30,19.50,19.50,19.95,359,57372,1138855.00,
532650,MSP STEEL   ,B ,Q,7.30,7.71,7.30,7.69,7.71,7.37,13,1923,14663.00,
532651,SPL INDS    ,B ,Q,35.50,35.80,32.55,33.00,32.55,33.90,99,5339,178629.00,
532652,KARNATAKA BK,A ,Q,64.00,64.60,61.20,62.70,62.45,63.25,685,140705,8880704.00,
532654,MCLEOD RUSSE,B ,Q,21.70,22.60,20.90,21.15,21.20,22.00,322,79208,1720209.00,
532656,FACOR ALLOYS,XT,Q,2.20,2.34,2.16,2.32,2.21,2.23,85,98063,223297.00,
532659,IDFC        ,A ,Q,53.90,54.15,50.10,51.35,51.35,52.70,1103,254338,13141599.00,
532660,VIVIMED LABS,B ,Q,18.30,18.55,17.05,17.20,17.20,18.00,589,139280,2438323.00,
532661,RANE MADRAS ,B ,Q,391.00,398.30,373.45,376.75,376.00,390.75,199,1885,728035.00,
532662,HT MEDIA    ,B ,Q,23.50,24.35,22.45,22.55,22.65,23.40,194,28121,654163.00,
532663,SASKEN      ,A ,Q,864.60,865.00,837.25,840.75,844.90,854.05,93,466,393470.00,
532666,FCS SOFTWARE,T ,Q,0.73,0.77,0.73,0.73,0.73,0.76,385,531106,389237.00,
532667,SUZLONENERGY,A ,Q,5.60,5.60,5.30,5.36,5.36,5.50,9684,6375699,34257349.00,
532668,AURIONPRO SO,B ,Q,139.00,145.00,125.10,126.60,127.55,138.90,1038,25595,3400339.00,
532670,RENUKA SUGAR,B ,Q,9.79,9.79,9.43,9.49,9.49,9.49,690,753133,7217677.00,
532673,KM SUGARMILL,B ,Q,12.00,12.68,11.41,11.80,11.72,11.70,276,52379,628780.00,
532674,BANNARI AMMA,B ,Q,68.00,68.35,65.25,67.95,67.95,67.10,315,4128,280017.00,
532678,BOMBAY RAYON,B ,Q,7.70,7.85,7.64,7.70,7.71,7.60,892,21800,168232.00,
532679,SORILINFRA  ,B ,Q,169.40,172.55,152.20,154.95,154.20,166.05,847,27373,4350798.00,
532683,AIAENGINEER ,A ,Q,1907.15,1907.15,1817.50,1842.30,1843.80,1887.10,136,546,1011007.00,
532684,EVEREST KANT,B ,Q,79.80,79.80,70.00,71.20,72.20,76.75,1095,158675,11688448.00,
532686,KERNEX MICRO,T ,Q,45.70,45.70,43.60,45.70,45.70,43.55,24,5147,234969.00,
532687,REPRO INDIA ,B ,Q,355.00,372.90,351.75,353.25,352.30,362.25,100,524,186797.00,
532689,PVR LTD     ,A ,Q,1385.00,1426.10,1382.40,1395.25,1395.25,1418.00,2057,46014,64694488.00,
532690,RAMSARUP IND,Z ,Q,0.85,0.85,0.85,0.85,0.85,0.89,1,1000,850.00,
532692,RADHA MADHAV,T ,Q,2.44,2.45,2.31,2.43,2.43,2.35,31,21425,51696.00,
532693,PUNJ LLOYD  ,Z ,Q,1.82,1.88,1.82,1.85,1.85,1.86,58,86729,159601.00,
532694,BARTRONICSIN,Z ,Q,3.15,3.15,3.00,3.02,3.08,3.01,39,31287,96516.00,
532695,CELEBRITYFAS,T ,Q,6.45,6.64,6.11,6.11,6.11,6.43,23,3964,24835.00,
532696,EDUCOMP SOLN,Z ,Q,2.77,2.94,2.77,2.89,2.90,2.91,55,31446,90868.00,
532698,NITINSPINNER,B ,Q,86.95,86.95,81.00,81.80,81.80,86.40,246,13821,1159702.00,
532699,ROYALORCH   ,B ,Q,72.70,72.95,68.70,69.85,70.00,71.60,207,14726,1039965.00,
532700,ENT NETWORK ,B ,Q,167.35,167.35,156.25,157.55,157.60,165.90,229,9077,1466909.00,
532701,CELLA       ,Z ,Q,6.20,6.20,6.20,6.20,6.20,6.20,4,1004,6224.00,
532702,GUJ PETRONET,A ,Q,265.00,272.45,256.55,260.90,262.80,264.75,1649,65621,17282502.00,
532705,JAGRAN PRAK ,A ,Q,58.95,60.40,58.45,60.00,60.00,58.10,584,203263,12141504.00,
532706,INOX LEISURE,A ,Q,323.05,331.75,322.55,329.75,329.75,329.60,753,33174,10909473.00,
532707,DYNEMIC PRO ,B ,Q,484.00,494.25,463.05,479.40,479.35,484.55,460,7141,3443120.00,
532710,SADBHAV ENGG,A ,Q,69.75,71.20,65.15,66.15,66.15,69.75,1278,179849,12169601.00,
532712,REL COM LTD ,B ,Q,1.80,1.84,1.74,1.74,1.74,1.82,1546,4798504,8515430.00,
532713,SAKUMA EXPO ,B ,Q,5.20,5.23,5.01,5.06,5.11,5.11,219,92120,470718.00,
532714,KEC INTERN  ,A ,Q,456.25,460.75,439.30,445.90,449.95,456.35,387,6268,2810594.00,
532716,GILLA ARBUT ,B ,Q,49.00,49.00,45.00,45.10,45.90,47.05,147,1982,90824.00,
532717,INDOTECHTR  ,B ,Q,102.00,102.00,95.00,95.05,95.00,98.10,227,7062,697226.00,
532719,BL KASHYAP  ,T ,Q,18.90,19.43,18.75,18.75,18.75,19.73,105,211913,3984444.00,
532720,M&M FINANSER,A ,Q,204.30,209.70,198.50,202.05,202.05,203.95,8386,593748,121305852.00,
532721,VISA STEEL  ,B ,Q,8.05,8.21,7.47,7.47,7.47,7.86,9,989,7770.00,
532722,NITCO TILES ,B ,Q,21.50,21.50,20.60,20.60,20.60,21.30,88,7173,150926.00,
532725,SOLAR IND   ,A ,Q,1300.00,1300.00,1253.45,1280.25,1280.75,1302.50,123,448,572104.00,
532726,GALLAN METAL,B ,Q,50.90,50.90,45.00,46.15,46.00,48.55,503,33425,1622409.00,
532728,MALU PAPER  ,B ,Q,28.90,29.05,26.00,26.70,27.20,28.35,143,11546,319088.00,
532729,UTTAM SUGAR ,B ,Q,92.90,96.35,90.90,92.90,92.95,92.90,229,7245,681959.00,
532730,STL GLOBAL  ,B ,Q,10.70,10.80,9.00,9.10,9.10,10.24,518,107200,1007737.00,
532732,KEWAL KIRAN ,B ,Q,930.05,954.00,923.10,923.10,923.10,929.65,45,886,835257.00,
532733,SUN TVNET   ,A ,Q,462.05,474.75,460.50,465.00,465.00,457.65,4291,134625,63062938.00,
532734,GODAWARI POW,A ,Q,605.20,673.50,605.20,623.40,623.40,603.50,2523,54476,35058610.00,
532735,RSYSTEMINT  ,A ,Q,116.85,116.85,113.80,113.85,114.20,116.60,201,3311,378143.00,
532737,EMKAY GLOB F,B ,Q,69.00,79.80,67.75,77.50,79.00,73.65,914,40987,3083694.00,
532738,TANTIA CONS ,Z ,Q,2.10,2.10,2.10,2.10,2.10,2.00,1,350,735.00,
532740,LOKESH MACH ,T ,Q,33.15,33.30,33.15,33.25,33.20,33.85,7,3156,104638.00,
532741,KAMDHENU    ,B ,Q,142.40,149.30,131.55,137.40,138.80,142.95,489,20411,2844541.00,
532742,PAUSHAK LTD ,B ,Q,8586.10,8799.00,7800.00,7968.15,8015.00,8556.25,1004,3349,27701209.00,
532745,INDICAP     ,X ,Q,36.65,40.00,36.40,39.15,39.10,36.85,148,26015,1006751.00,
532746,UNITY INFRA ,Z ,Q,0.91,0.91,0.91,0.91,0.91,0.95,4,2615,2379.00,
532748,PRIME FOCUS ,B ,Q,58.10,60.00,54.60,56.85,58.25,58.10,98,5728,325141.00,
532749,ALLCARGO    ,A ,Q,132.00,132.50,130.00,130.80,131.35,131.55,437,38923,5120383.00,
532751,EASUNREYRL  ,Z ,Q,2.75,2.89,2.75,2.89,2.89,2.89,2,110,303.00,
532754,GMR INFRASTR,A ,Q,26.50,26.80,24.75,25.35,25.40,26.20,2802,1828619,46688539.00,
532755,TECH MAH    ,A ,Q,1015.00,1034.95,978.25,996.15,996.15,1020.20,6634,196494,198417541.00,
532756,MAHINDCIE   ,A ,Q,172.15,173.95,164.20,166.15,166.85,171.00,4145,270103,44990048.00,
532757,VOLTAMP TRAN,A ,Q,1126.00,1126.00,1088.75,1092.50,1092.50,1107.15,97,335,372754.00,
532759,ATLANTA     ,B ,Q,7.65,7.75,7.59,7.75,7.75,7.59,12,1605,12246.00,
532760,DEEPENR     ,B ,Q,37.50,38.45,36.45,36.85,36.85,37.85,171,16367,606568.00,
532761,HOV SERVICES,B ,Q,48.10,50.50,48.10,50.50,50.50,48.10,252,34369,1724552.00,
532762,ACTION CONST,A ,Q,168.00,168.00,148.85,154.40,154.40,164.80,1074,46917,7402153.00,
532764,GEECEE      ,B ,Q,99.10,100.80,98.00,98.00,98.00,99.75,34,501,49542.00,
532766,RICHA IND   ,Z ,Q,0.65,0.65,0.65,0.65,0.65,0.65,1,10,6.00,
532767,GAYATRI PROJ,B ,Q,33.70,33.70,29.80,30.50,30.90,32.40,782,125467,3957547.00,
532768,FIEM INDS   ,B ,Q,592.55,610.00,568.05,573.65,573.20,586.45,224,1952,1136354.00,
532771,JHS SVEN    ,T ,Q,22.55,23.45,22.50,22.50,22.50,22.85,51,5324,120868.00,
532772,DCBBANK     ,A ,Q,111.00,112.65,106.20,106.85,106.85,110.05,2105,188307,20724572.00,
532773,GLOBAL VECT ,Z ,Q,41.35,43.80,40.95,41.40,42.85,42.90,47,5269,221735.00,
532774,INSPIRISYS  ,B ,Q,43.00,43.05,41.15,41.15,41.15,43.30,87,4311,180973.00,
532775,GTL INFRAST ,B ,Q,0.77,0.77,0.77,0.77,0.77,0.81,1136,1295146,997262.00,
532776,SHIVAM AUTO ,B ,Q,19.25,19.25,17.90,18.00,18.40,18.70,181,42350,781964.00,
532777,INFO EDGE   ,A ,Q,4800.00,4802.50,4413.55,4469.70,4500.00,4760.10,3622,22055,100342621.00,
532779,TORNT POWER ,A ,Q,415.05,423.00,412.75,417.40,421.50,416.80,1148,71463,29857902.00,
532780,PARSVNATH   ,T ,Q,10.69,10.85,10.50,10.73,10.80,10.34,146,46479,501519.00,
532782,SUTLEJ TEXT ,B ,Q,44.70,44.70,41.50,42.45,42.95,44.30,168,23573,1017455.00,
532783,DAAWAT      ,A ,Q,59.20,60.85,54.40,56.55,56.55,58.70,2113,335058,19373279.00,
532784,SOBHA       ,A ,Q,465.35,466.25,438.05,443.40,446.55,457.80,342,4342,1940115.00,
532785,RUCHIRA PAP ,B ,Q,71.90,71.95,63.70,66.20,66.45,70.75,365,16694,1103884.00,
532790,TANLA       ,B ,Q,987.85,987.85,906.15,906.15,906.15,953.80,2127,39335,36306340.00,
532794,ZEEMEDIA    ,B ,Q,6.85,6.85,6.35,6.37,6.37,6.65,5188,946195,6175548.00,
532795,SITINET     ,B ,Q,0.87,0.89,0.82,0.83,0.83,0.85,1064,1871016,1602510.00,
532796,LUMAX TECH  ,B ,Q,157.35,165.15,151.80,153.40,153.40,160.75,1576,43263,6930929.00,
532797,AUTOIND     ,B ,Q,38.80,38.80,37.25,37.25,37.25,39.20,369,91916,3464276.00,
532798,NTWK MED INV,A ,Q,41.85,43.15,40.95,41.05,40.95,41.55,302,103795,4339856.00,
532799,HUBTOWN     ,T ,Q,17.95,17.95,16.75,16.80,16.80,17.55,30,15178,262873.00,
532800,TV18BRDCST  ,A ,Q,31.70,32.55,30.30,30.80,30.90,31.65,1959,850230,26570106.00,
532801,CAMBRIDGE   ,B ,Q,31.00,31.10,29.95,30.40,30.40,31.00,46,3245,98561.00,
532804,TECHNOCRAFT ,B ,Q,372.25,374.70,350.00,354.80,354.20,367.30,363,4257,1537470.00,
532805,REDINGTON   ,A ,Q,174.20,175.25,164.40,167.10,166.30,172.40,552,13297,2247683.00,
532806,AI CHAMPDNY ,XT,Q,10.99,10.99,10.99,10.99,10.99,10.56,2,21,230.00,
532807,CINELINE    ,B ,Q,36.60,37.40,35.05,35.70,35.90,36.05,88,5162,186421.00,
532808,PGIL        ,B ,Q,175.20,179.05,170.50,171.00,170.50,174.05,59,3015,528841.00,
532809,FSL         ,A ,Q,116.00,118.60,108.15,110.90,110.90,114.70,3675,616861,70313167.00,
532810,POWER FINAN ,A ,Q,137.00,138.80,130.40,131.90,131.90,135.65,5551,708323,95049984.00,
532811,AHLUWALIA CO,A ,Q,295.25,306.20,291.45,298.50,301.10,297.70,85,731,217736.00,
532812,TRANSWARRANT,T ,Q,2.53,2.53,2.35,2.35,2.35,2.44,5,966,2372.00,
532813,C & C CONSTR,Z ,Q,5.60,6.00,5.60,5.80,5.80,5.89,6,7530,44218.00,
532814,INDIAN BANK ,A ,Q,119.70,123.75,115.60,119.05,119.05,116.20,1884,270945,32475977.00,
532815,SMS PHARMACE,B ,Q,128.55,129.20,124.25,124.95,124.80,126.95,100,11809,1478857.00,
532817,ORIENTAL    ,B ,Q,6.99,7.15,6.91,6.95,7.11,7.16,43,7946,56079.00,
532819,MINDTREE LTD,A ,Q,2013.00,2029.95,1938.75,1969.10,1969.10,1999.55,4636,66874,132757767.00,
532820,ELAND       ,X ,Q,4.61,4.86,4.55,4.84,4.84,4.63,12,3371,15484.00,
532822,IDEA        ,A ,Q,10.05,10.25,9.63,9.93,9.93,9.84,63515,48467834,482153427.00,
532823,EURO CERAMIC,Z ,Q,1.20,1.20,1.20,1.20,1.20,1.15,4,909,1090.00,
532825,JAGJANANI   ,X ,Q,0.57,0.57,0.57,0.57,0.57,0.60,5,1214,691.00,
532826,RAJ TELE    ,B ,Q,32.90,32.90,32.40,32.45,32.40,33.00,8,352,11429.00,
532827,PAGE INDUSTR,A ,Q,28900.00,28918.80,28085.25,28180.45,28291.75,28675.25,317,961,27468409.00,
532828,AMD INDUS   ,T ,Q,20.20,20.20,20.15,20.15,20.15,21.20,24,5014,101058.00,
532829,LEHAR       ,XT,Q,22.00,22.00,20.95,21.50,21.70,21.90,45,10908,229863.00,
532830,ASTRAL POLY ,A ,Q,1750.00,1802.15,1701.05,1717.85,1717.85,2457.50,5175,28186,49315356.00,
532832,INDBUL REAL ,A ,Q,93.60,96.35,90.10,91.30,91.30,91.45,4236,810324,76138146.00,
532834,CAMLINFINE  ,A ,Q,137.00,139.70,132.65,133.60,133.60,135.15,1620,140432,19162744.00,
532835,ICRA        ,A ,Q,2770.00,2841.00,2760.10,2790.85,2780.00,2797.15,30,50034,139094503.00,
532839,DISH TV     ,A ,Q,10.42,10.59,9.74,10.12,10.12,10.40,5018,987473,10096239.00,
532841,SAHYA INDU  ,X ,Q,306.90,308.00,286.00,291.00,294.00,298.25,191,3881,1137048.00,
532842,SREE RAYALA ,B ,Q,266.85,269.40,243.20,248.00,250.80,262.85,543,9208,2351892.00,
532843,FORTIS      ,A ,Q,189.00,193.50,186.50,188.25,188.25,184.65,3207,288363,55038987.00,
532845,TGBHOTELS   ,B ,Q,5.04,5.43,4.93,5.12,5.25,5.18,161,75297,396252.00,
532847,HILTON MET  ,B ,Q,10.32,10.32,10.13,10.27,10.27,10.37,16,2071,21301.00,
532848,DELTA CORP  ,A ,Q,190.40,192.40,173.00,175.65,175.65,188.60,7767,897748,162935086.00,
532850,MIC ELECTRON,B ,Q,0.90,0.90,0.84,0.86,0.86,0.86,117,123683,108806.00,
532851,INSECTCID   ,A ,Q,435.00,437.40,412.50,422.05,420.20,434.85,831,6589,2764820.00,
532852,MCD HOLDING ,B ,Q,40.30,40.50,40.30,40.50,40.50,40.30,2,52,2101.00,
532853,ASAHI SONG  ,B ,Q,310.00,335.00,308.25,322.30,324.85,308.70,598,6925,2225238.00,
532854,NITIN FIRE  ,Z ,Q,0.61,0.64,0.60,0.61,0.60,0.61,22,25596,15838.00,
532855,HARYA CAPFIN,X ,Q,30.00,30.95,28.60,28.75,28.65,30.10,18,4327,124366.00,
532856,TIME TECHNO ,A ,Q,59.40,59.95,55.40,55.80,55.80,58.60,660,73463,4241524.00,
532859,HGSL        ,A ,Q,1200.55,1211.90,1178.90,1202.05,1200.20,1189.60,495,3948,4722513.00,
532864,NELCAST     ,B ,Q,72.45,72.45,67.35,69.70,69.70,70.05,463,21107,1472772.00,
532865,MEGHMANI    ,A ,Q,113.90,113.90,103.40,106.05,106.05,109.30,2860,338490,36661663.00,
532867,V2RETAIL    ,B ,Q,134.70,134.70,125.40,125.40,125.40,132.00,138,7672,970002.00,
532868,DLF LIMITED ,A ,Q,295.00,298.25,283.00,287.75,287.75,291.55,6787,1120648,328490953.00,
532869,TARMAT      ,B ,Q,48.85,50.20,45.95,47.35,47.35,49.00,99,4044,196805.00,
532870,ANKIT METAL ,B ,Q,1.14,1.15,1.09,1.09,1.09,1.14,29,51820,57973.00,
532872,SUNPHA ADV  ,A ,Q,159.30,159.30,151.50,152.50,152.55,156.80,877,51783,8016158.00,
532873,HOUSING DEV ,Z ,Q,5.75,5.75,5.40,5.46,5.46,5.57,160,100115,552466.00,
532874,SURYACHAKRA ,Z ,Q,0.44,0.46,0.44,0.44,0.44,0.46,33,30670,13510.00,
532875,ALLIED DIGIT,B ,Q,52.45,53.00,48.00,48.40,48.00,50.50,1201,223174,11351362.00,
532878,ALPA LAB    ,B ,Q,38.55,38.55,35.00,35.75,35.75,37.35,85,7695,279794.00,
532879,SIR SHADI LA,X ,Q,38.30,38.30,37.00,38.10,38.10,35.30,4,535,19862.00,
532880,OMAXE LTD   ,A ,Q,72.15,72.15,70.05,70.30,70.25,71.45,21,824,58386.00,
532884,REFEX       ,B ,Q,84.75,84.75,81.25,82.50,82.25,83.25,139,8930,738925.00,
532885,CENTRAL BK  ,A ,Q,18.00,18.30,17.10,17.10,17.10,17.95,4871,2073107,36228009.00,
532887,NTL         ,B ,Q,0.94,0.94,0.90,0.90,0.90,0.91,4,2500,2310.00,
532888,ASIAN GRANIT,A ,Q,165.20,170.10,164.10,166.60,167.00,167.65,918,71546,11955796.00,
532889,K.P.R. MILL ,A ,Q,1060.00,1090.00,996.15,999.25,998.00,1050.25,1064,5744,5888580.00,
532890,TAKE SOLUT  ,A ,Q,53.50,54.00,50.10,50.50,50.50,52.90,1686,204390,10562871.00,
532891,PURAVANKARA ,B ,Q,76.15,78.05,74.40,74.50,74.95,75.80,124,9152,696678.00,
532892,MOTILALOFS  ,A ,Q,669.75,676.25,656.45,670.35,671.60,663.75,313,5055,3356476.00,
532893,VTM LTD     ,X ,Q,23.50,23.95,23.00,23.70,23.75,23.10,65,21447,498611.00,
532894,IWIND ENERGY,T ,Q,4.55,4.57,4.31,4.31,4.31,4.53,41,30354,135185.00,
532895,NAGREKA CAP ,B ,Q,6.19,6.83,6.19,6.21,6.21,6.51,14,4221,26389.00,
532896,MAGNUM VENT ,T ,Q,5.93,5.93,5.45,5.45,5.45,5.69,6,110,603.00,
532898,POWER GRID  ,A ,Q,221.10,223.40,220.10,221.10,221.10,220.60,2675,253235,56129224.00,
532899,KAVERI SEED ,A ,Q,505.10,509.05,487.85,496.60,498.95,506.30,1365,30029,15056944.00,
532900,PAISALO     ,A ,Q,805.00,805.00,780.00,785.25,782.80,780.15,37,228,180397.00,
532902,CONSOL CONST,T ,Q,0.44,0.44,0.44,0.44,0.44,0.42,2,5000,2200.00,
532906,MAANALU     ,B ,Q,149.15,149.95,145.50,147.05,147.05,148.95,69,1429,211773.00,
532907,ILFSENGG    ,Z ,Q,3.35,3.57,3.35,3.40,3.40,3.50,15,2649,9036.00,
532911,PARLEIND    ,X ,Q,9.60,9.99,9.10,9.32,9.45,9.57,1628,725013,6758927.00,
532915,RELIGARE ENT,A ,Q,95.00,97.70,87.00,88.00,88.00,93.35,913,108420,9908195.00,
532916,BARAK VALL  ,T ,Q,18.50,18.90,17.45,18.30,18.30,18.05,17,1065,19139.00,
532918,RATHI BARS  ,X ,Q,18.15,18.70,17.85,18.10,18.10,18.15,27,10636,193600.00,
532921,ADANI PORTS ,A ,Q,695.90,705.45,675.10,679.90,679.90,688.90,10904,494802,341805489.00,
532922,EDELWEISS   ,A ,Q,80.50,82.45,80.20,80.20,80.20,84.40,2499,561556,45307161.00,
532923,RGL         ,B ,Q,311.90,314.25,293.10,303.35,309.90,311.60,226,5099,1561894.00,
532924,KOLTEPATIL  ,A ,Q,237.00,238.90,228.30,228.65,229.95,235.60,387,7122,1656382.00,
532925,KAUSHAL INFR,B ,Q,1.90,1.90,1.75,1.75,1.76,1.84,12,8834,15509.00,
532926,JYOTHYLAB   ,A ,Q,148.20,149.70,144.10,145.70,146.05,146.65,250,13309,1960068.00,
532927,ECLERX      ,A ,Q,1000.00,1031.00,966.25,973.60,974.00,1015.00,949,6534,6509369.00,
532928,TRIL        ,B ,Q,19.40,19.40,16.85,17.80,17.80,18.10,263,56230,1031860.00,
532929,BRIGADE     ,A ,Q,274.05,274.20,252.95,258.60,267.00,271.75,524,8018,2098765.00,
532930,BGR ENERGY  ,B ,Q,46.35,48.60,45.30,46.35,46.30,46.50,552,62770,2923236.00,
532931,BURNPUR     ,T ,Q,2.44,2.47,2.26,2.44,2.44,2.36,35,21506,51671.00,
532932,MANAKSIA LTD,B ,Q,57.00,57.00,50.95,51.65,51.65,53.40,180,7656,400888.00,
532933,PORWAL AUTO ,X ,Q,17.70,18.35,17.70,17.80,17.70,17.70,12,3003,53396.00,
532934,PPAP        ,B ,Q,243.00,243.00,220.00,220.65,220.05,231.05,468,4833,1094890.00,
532935,ARIES AGRO  ,B ,Q,90.05,92.25,84.90,85.70,85.70,89.30,264,8023,706900.00,
532937,KUANTUM     ,B ,Q,76.80,76.80,71.20,72.75,71.60,74.75,175,4653,344102.00,
532939,RPOWER      ,A ,Q,4.55,4.66,4.48,4.48,4.48,4.71,2808,19294706,86712943.00,
532940,J KUMAR INFR,A ,Q,190.30,195.10,179.70,183.70,183.10,193.05,768,21722,4082828.00,
532941,CORDS CABLE ,B ,Q,42.75,43.00,41.35,41.75,41.80,42.90,80,4426,186940.00,
532942,KNR CONST   ,A ,Q,204.05,208.60,204.05,206.95,206.25,205.20,526,20745,4292513.00,
532944,ONMOBILE    ,B ,Q,108.40,110.75,101.25,101.25,101.25,106.55,1941,190399,19728334.00,
532945,SHRIRAM EPC ,B ,Q,4.35,4.36,4.20,4.30,4.33,4.21,191,97402,418719.00,
532946,BANG        ,B ,Q,29.50,29.50,26.35,27.55,27.50,28.25,21,2382,63050.00,
532947,IRB INFRA   ,A ,Q,115.00,116.60,107.30,110.90,112.05,113.80,3542,250276,27997962.00,
532951,GSS INFOTECH,B ,Q,57.65,59.00,56.30,56.35,56.30,57.45,1524,91498,5334966.00,
532952,NAHAR CAP   ,B ,Q,114.85,115.00,99.85,102.95,102.90,110.45,492,7022,755351.00,
532953,V GUARD IND ,A ,Q,236.65,241.00,225.00,231.65,232.00,237.20,2606,180928,42587190.00,
532955,RECLTD      ,A ,Q,147.50,148.30,139.90,141.25,141.25,151.15,3058,868001,125461125.00,
532959,GAMMON INFRA,B ,Q,0.78,0.85,0.76,0.78,0.78,0.78,1872,2526309,2102853.00,
532960,DHANI       ,B ,Q,281.00,287.60,262.45,267.45,267.45,280.60,1811,129631,35618902.00,
532966,TITAGARH WAG,A ,Q,50.60,50.80,48.35,48.65,48.85,50.00,1494,344664,17372081.00,
532967,KIRI DYES   ,A ,Q,457.40,457.70,444.50,448.40,448.40,452.20,655,12471,5591352.00,
532972,SANKHYA INFO,XT,Q,4.60,4.62,4.27,4.27,4.27,4.49,27,9962,43946.00,
532974,ABML        ,B ,Q,45.70,45.70,43.20,43.50,43.50,44.25,516,30810,1365173.00,
532975,AISHWARYA   ,Z ,Q,2.02,2.02,2.02,2.02,2.02,2.06,1,200,404.00,
532976,JAIBALA IND ,T ,Q,35.75,35.75,33.05,33.40,33.35,34.65,27,5980,199952.00,
532977,BAJAJ AUTO  ,A ,Q,3595.00,3692.00,3566.35,3663.45,3663.45,3575.45,6108,57562,209564773.00,
532978,BAJAJ FINSE ,A ,Q,9610.00,9732.00,9371.85,9429.55,9460.00,9544.85,6036,23995,229651473.00,
532980,GOKUL REFOIL,B ,Q,18.80,19.15,18.45,18.55,18.55,18.50,44,2586,48324.00,
532983,RPG LIFESCI ,B ,Q,388.50,394.35,378.10,385.00,385.20,388.85,140,2876,1119049.00,
532985,KOTAK SENSEX,B ,Q,520.10,524.00,508.70,516.00,516.00,519.91,68,838,435806.00,
532986,NIRAJ CEMENT,B ,Q,45.35,45.35,41.00,41.25,42.30,41.45,20,2644,115800.00,
532987,RANE BRAKE  ,B ,Q,798.95,799.70,769.50,769.55,769.55,793.45,61,147,115372.00,
532988,RANE ENGVL  ,B ,Q,295.15,312.00,264.00,266.55,269.00,290.85,141,1091,301344.00,
532989,BAFNA PHARMA,B ,Q,169.35,169.35,169.35,169.35,169.35,161.30,14,1110,187978.00,
532993,SEZALGLASS  ,Z ,Q,5.11,5.63,5.11,5.11,5.11,5.37,10,30900,158060.00,
532994,ARCHIDPLY IN,T ,Q,33.10,33.10,31.75,32.20,32.20,33.15,63,4338,140323.00,
532998,LEHIL       ,B ,Q,40.00,43.75,39.00,40.05,40.05,43.05,191,28782,1182944.00,
533001,SOMI CONVEY ,T ,Q,32.40,32.60,30.85,31.35,32.35,32.40,46,4467,140339.00,
533007,LGB FORGE   ,T ,Q,3.87,3.98,3.75,3.80,3.84,3.87,47,37424,143078.00,
533012,LANDMRK PRO ,T ,Q,2.00,2.00,1.95,1.95,1.95,2.00,3,877,1711.00,
533014,SICAGEN IND ,B ,Q,15.30,15.30,14.80,15.05,15.05,15.00,7,3426,51346.00,
533018,SIMPLEX MIL ,X ,Q,13.23,13.23,13.23,13.23,13.23,13.23,2,100,1323.00,
533022,20 MICRONS  ,B ,Q,36.50,38.00,36.40,36.70,37.05,38.05,147,15282,564043.00,
533023,WABCO       ,A ,Q,6092.65,6176.40,5850.00,6056.00,6002.20,6059.75,204,640,3901444.00,
533029,ALKALI      ,B ,Q,50.55,50.55,46.50,47.10,46.75,49.05,57,1929,91688.00,
