SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511758,MANSI FINANC,XT,Q,31.00,31.00,31.00,31.00,31.00,30.40,1,1,31.00,
511764,UPASANA FIN.,X ,Q,12.56,13.50,12.56,13.46,13.50,13.22,11,899,11844.00,
511766,MUTHOOT CAP ,B ,Q,391.95,405.00,382.00,386.35,388.05,390.85,318,3573,1394534.00,
511768,MASTER TRUST,X ,Q,41.00,41.75,39.45,41.75,41.75,39.80,46,10354,427407.00,
512018,CNI RES LTD ,XT,Q,1.56,1.64,1.56,1.63,1.56,1.57,12,10352,16806.00,
512020,SARASW.COMM.,X ,Q,912.00,959.00,910.00,959.00,959.00,941.25,7,21,19538.00,
512047,ROYAL IND   ,X ,Q,0.90,0.90,0.86,0.86,0.86,0.90,7,283,247.00,
512048,LUHARUKA    ,X ,Q,0.53,0.53,0.53,0.53,0.53,0.55,11,7348,3894.00,
512064,VISVEN      ,XT,Q,55.90,55.90,55.90,55.90,55.90,58.80,1,8,447.00,
512068,DECCANGOLD  ,X ,Q,15.55,15.70,14.85,15.10,15.10,15.55,305,184537,2809533.00,
512070,UPL         ,A ,Q,618.60,622.70,594.25,601.00,602.40,607.55,3950,225740,137804238.00,
512093,CRANES SOFTW,XT,Q,1.96,1.96,1.90,1.91,1.96,1.93,216,355083,688510.00,
512131,SIGNET IND  ,B ,Q,32.20,32.35,31.50,31.55,31.75,32.25,47,3721,118368.00,
512161,SECURKLOUD  ,B ,Q,88.00,88.00,82.50,82.90,82.50,85.30,183,5739,489729.00,
512165,ABANSENT    ,X ,Q,129.85,129.85,121.10,123.10,123.10,121.90,19,294,36498.00,
512175,VAMA INDS   ,X ,Q,5.95,6.39,5.95,6.20,6.20,6.20,13,851,5169.00,
512179,SUNTECK REAL,A ,Q,329.95,333.55,316.45,321.90,321.90,327.40,3284,89408,29164902.00,
512217,PRISM MEDI  ,X ,Q,16.40,16.40,16.40,16.40,16.40,17.25,11,623,10217.00,
512229,VERITAS     ,XT,Q,58.85,58.85,58.85,58.85,58.85,57.70,10,2115,124467.00,
512237,JAI CORP LTD,A ,Q,92.85,93.50,87.65,88.95,88.95,91.85,1099,206245,18703834.00,
512247,ASHIRWAD CAP,XT,Q,5.35,5.35,4.88,4.88,4.88,5.13,419,90831,461157.00,
512257,SVARTCORP   ,X ,Q,3.45,3.45,3.18,3.27,3.32,3.27,81,69859,230874.00,
512267,MEDIA MATRIX,X ,Q,5.03,5.03,4.60,4.84,4.84,4.87,52,42665,203732.00,
512296,BHAGYA INL  ,T ,Q,44.40,44.40,41.55,41.95,43.85,43.70,84,5993,253096.00,
512329,KRL         ,XT,Q,103.85,103.85,103.85,103.85,103.85,103.85,1,1,103.00,
512344,ARAVALI SEC.,X ,Q,1.77,1.77,1.71,1.71,1.71,1.69,10,3708,6551.00,
512379,CRESSANDA SO,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,20,14283,6998.00,
512381,STARTECK    ,X ,Q,78.00,81.90,78.00,79.35,78.50,78.50,312,15122,1201085.00,
512393,SHARDUL SECU,XT,Q,49.00,53.30,49.00,51.90,51.90,50.80,7,664,34269.00,
512437,APOLLO FIN I,X ,Q,372.25,372.25,355.00,358.85,357.00,360.70,70,1715,618414.00,
512453,SHRI JAGDAMB,X ,Q,526.00,536.85,511.60,536.85,536.85,511.30,327,5452,2918080.00,
512455,LLOYDS MET E,XT,Q,12.20,12.20,11.35,11.37,11.35,11.94,130,17512,201184.00,
512463,SHREE GLOBAL,XT,Q,2.60,2.60,2.49,2.59,2.59,2.62,18,1771,4526.00,
512477,BETEX INDIA ,X ,Q,54.80,54.80,52.70,53.00,53.00,53.75,41,2334,124521.00,
512481,POLYTEX(P)  ,XT,Q,1.96,2.02,1.96,1.97,1.97,1.99,9,2739,5451.00,
512493,GARNET INTL ,X ,Q,30.45,30.45,27.70,29.00,29.00,29.00,16,13222,383542.00,
512499,SHALIMAR PRO,X ,Q,0.50,0.50,0.50,0.50,0.50,0.51,104,128529,64264.00,
512519,DONEAR IND. ,B ,Q,33.80,33.90,32.35,32.50,32.50,33.60,174,6484,215134.00,
512527,SUPER SAL IN,X ,Q,644.00,644.00,588.00,613.25,613.25,616.45,235,2361,1483654.00,
512529,SEQUENT     ,A ,Q,235.00,237.95,222.50,224.10,226.00,231.95,712,32658,7417338.00,
512531,STC INDIA   ,B ,Q,84.70,84.70,79.00,79.30,80.10,81.70,271,12000,986554.00,
512553,ZENITH EXP. ,B ,Q,66.65,68.30,66.30,66.35,66.35,70.00,36,453,30141.00,
512573,AVANTI FEEDS,A ,Q,474.95,474.95,459.85,461.40,462.55,469.90,1122,10972,5098775.00,
512587,ZODIAC JRD  ,B ,Q,27.30,28.10,26.85,27.40,27.40,27.25,42,1081,29656.00,
512589,SITA ENTER. ,X ,Q,11.23,11.23,11.23,11.23,11.23,10.89,1,50,561.00,
512591,PULSAR INTL.,P ,Q,1.50,1.50,1.50,1.50,1.50,1.51,1,1100,1650.00,
512597,KEYFINSER   ,B ,Q,61.55,63.80,57.90,58.05,58.05,60.80,40,960,56796.00,
512599,ADANI ENTER ,A ,Q,879.70,890.80,858.20,871.35,873.70,872.15,3087,169237,148446580.00,
512604,HARIA EXPORT,X ,Q,0.95,0.95,0.95,0.95,0.95,0.95,1,20,19.00,
512608,BHANDARI HOS,T ,Q,2.53,2.53,2.40,2.40,2.40,2.52,65,73455,178610.00,
512618,RLF LIMITED.,XT,Q,3.85,3.90,3.85,3.90,3.90,3.92,4,646,2517.00,
512624,REGENTRP    ,XT,Q,3.11,3.11,3.11,3.11,3.11,3.16,3,500,1555.00,
512626,ORBIT EXPORT,B ,Q,62.00,62.00,60.00,60.10,60.20,60.20,15,666,40269.00,
512634,SAVERA IND  ,X ,Q,41.95,43.00,41.50,41.75,41.75,42.05,16,1487,63466.00,
513005,VBC FERRO   ,XT,Q,14.73,14.73,14.73,14.73,14.73,14.03,2,80,1178.00,
513010,TATASTLLP   ,A ,Q,691.15,693.50,673.00,676.55,673.00,676.40,164,1861,1269938.00,
513023,NAV BHAR VEN,A ,Q,70.00,70.65,69.30,70.10,70.10,69.15,1037,431418,30189403.00,
513043,REMI EDEL   ,X ,Q,17.00,17.00,15.75,16.70,16.70,16.20,11,472,7494.00,
513059,G.S.AUTO INT,XT,Q,4.80,4.80,4.42,4.42,4.42,4.65,15,2959,13091.00,
513097,SHIV.BIMETAL,X ,Q,94.80,94.95,85.00,87.35,87.35,92.75,649,78393,7014794.00,
513108,GANDHI SP.TU,B ,Q,271.65,271.65,260.85,263.85,263.85,264.25,52,442,117086.00,
513117,AMFORGE IND.,XT,Q,1.99,1.99,1.96,1.96,1.96,1.99,7,11501,22546.00,
513121,ORICON ENT  ,T ,Q,21.65,22.05,20.60,20.70,20.95,21.65,74,23216,492074.00,
513149,ACROW INDIA ,X ,Q,123.00,143.00,123.00,143.00,143.00,134.70,3,108,13884.00,
513173,STL STR INF ,X ,Q,4.01,4.28,4.01,4.28,4.28,4.21,3,750,3196.00,
513179,NAT STL AGRO,T ,Q,5.10,5.10,4.87,4.87,4.87,5.12,6,2656,12960.00,
513216,UTTAM GALVA ,T ,Q,7.10,7.10,6.65,6.83,6.85,6.99,142,91998,625878.00,
513228,PENNAR STEEL,B ,Q,20.00,20.00,19.25,19.30,19.30,19.90,118,33699,656830.00,
513250,JYOTI STRUCT,Z ,Q,4.13,4.13,3.90,3.95,3.95,3.94,41,47395,190211.00,
513252,JAY USHIN   ,X ,Q,464.50,465.00,450.00,456.25,463.95,455.00,9,67,31019.00,
513262,ST.STR.WHEEL,B ,Q,714.55,719.75,643.50,676.95,692.60,702.30,537,2990,2022950.00,
513269,MAN IND.(I) ,B ,Q,84.90,84.90,76.20,77.15,77.00,80.15,483,32397,2567304.00,
513295,IMEC        ,X ,Q,1.50,1.50,1.43,1.43,1.43,1.50,7,281,403.00,
513303,MODERN STEEL,X ,Q,3.86,3.86,3.86,3.86,3.86,3.86,1,90,347.00,
513305,TERRASCOPE  ,X ,Q,2.51,2.51,2.51,2.51,2.51,2.64,7,9255,23230.00,
513307,SYNTHIKO FOI,XT,Q,19.75,21.70,19.75,19.75,19.75,20.75,9,646,12761.00,
513309,GOLKONDA    ,Z ,Q,8.61,8.61,8.29,8.29,8.29,8.45,5,1899,16287.00,
513335,METALFORGE  ,T ,Q,6.00,6.27,5.80,5.86,5.86,6.03,31,3907,23183.00,
513337,GUJ.TOOLROOM,XT,Q,6.00,6.00,6.00,6.00,6.00,5.96,1,100,600.00,
513343,GRAND FOUND ,B ,Q,1.90,1.98,1.89,1.89,1.89,1.91,9,7947,15259.00,
513349,AJMERA      ,B ,Q,124.30,125.30,118.00,118.70,118.55,123.10,1508,49389,6078467.00,
513353,COCHIN MIN. ,X ,Q,125.50,125.50,121.00,121.50,123.55,121.05,47,3061,373348.00,
513361,ISW LTD     ,XT,Q,0.79,0.81,0.75,0.80,0.80,0.78,56,31094,24650.00,
513369,RAJKUMAR FRG,X ,Q,39.00,41.90,36.75,38.25,37.80,39.10,20,816,30944.00,
513375,CARBORUNDUM ,A ,Q,503.40,506.70,476.90,481.95,478.35,491.85,1480,26600,12946644.00,
513377,MINERAL&METL,A ,Q,44.00,45.50,41.85,43.30,43.30,42.30,2614,715320,31470086.00,
513401,ASHIANA ISP.,X ,Q,10.15,10.50,10.15,10.50,10.50,10.10,7,76,794.00,
513434,TATA METALIK,A ,Q,751.10,760.20,731.10,743.65,749.40,743.65,936,38918,29204532.00,
513436,SHAH ALLOYS ,B ,Q,9.25,9.68,9.25,9.35,9.35,9.22,3,502,4644.00,
513446,JSWISPL     ,B ,Q,24.45,24.85,23.50,23.65,23.70,24.40,336,72838,1744578.00,
513452,ELANGO INDUS,XT,Q,2.25,2.25,2.25,2.25,2.25,2.30,2,6,13.00,
513456,KANISHK ST. ,XT,Q,8.51,8.93,8.45,8.63,8.93,8.51,9,926,8206.00,
513472,SIMPLEX CAST,X ,Q,17.05,18.00,16.50,17.75,17.75,17.15,18,5654,96633.00,
513488,SH.STEEL WIR,X ,Q,22.95,22.95,21.30,22.50,22.50,22.15,30,11816,254950.00,
513498,SOUTH.MAGNES,XT,Q,11.81,11.81,11.80,11.80,11.80,12.40,6,1018,12018.00,
513502,BARODA EXTR.,XT,Q,1.13,1.13,1.13,1.13,1.13,1.08,37,184861,208892.00,
513509,KALYANI FORG,T ,Q,203.95,203.95,196.65,196.65,196.65,206.95,7,1729,340027.00,
513511,PANCH.STEEL ,X ,Q,34.50,34.50,30.25,30.80,30.25,31.70,15,1670,52504.00,
513513,ADITYA ISPAT,X ,Q,4.85,4.85,4.85,4.85,4.85,4.80,1,10,48.00,
513515,S.R.INDUS.  ,XT,Q,3.33,3.33,3.05,3.15,3.15,3.19,11,44570,140224.00,
513517,STEELCAST   ,X ,Q,135.05,140.00,131.10,132.80,140.00,135.00,12,727,98025.00,
513519,PITTIENG    ,B ,Q,69.50,70.70,63.95,66.25,67.80,70.05,835,48245,3349826.00,
513532,PRADEEP MET.,X ,Q,39.10,39.60,35.65,36.15,35.95,38.90,157,38838,1424813.00,
513536,GNRL        ,XT,Q,14.15,14.15,14.15,14.15,14.15,14.40,36,1339,18946.00,
513540,T.N.STEEL TU,P ,Q,9.07,9.07,9.07,9.07,9.07,8.90,1,100,907.00,
513548,SHARDA ISPAT,XT,Q,61.00,61.00,59.80,59.80,59.80,61.00,7,60,3626.00,
513554,MAHA STEEL  ,B ,Q,82.30,83.35,75.50,76.35,76.20,81.10,146,4214,328399.00,
513558,REAL STRIPS ,X ,Q,8.87,9.57,8.79,9.57,9.57,9.18,12,12261,109679.00,
513566,NOVA IRON&ST,XT,Q,7.25,7.25,7.11,7.11,7.11,7.25,10,1757,12541.00,
513579,FOUNDRY FUEL,Z ,Q,2.15,2.15,2.15,2.15,2.15,2.05,2,187,402.00,
513599,HIND.COPPER ,A ,Q,127.80,127.85,119.05,119.85,119.85,125.30,7590,687291,83565667.00,
513605,SRIPIPES    ,A ,Q,180.45,180.45,174.50,176.00,176.00,178.35,544,15418,2734951.00,
513642,AXEL POLYMER,XT,Q,13.30,13.30,13.20,13.20,13.20,13.20,2,200,2650.00,
513683,NLCINDIA    ,A ,Q,51.85,51.85,49.65,50.10,50.10,51.00,1354,186268,9381908.00,
513687,SPECTRA IND.,XT,Q,2.71,2.71,2.71,2.71,2.71,2.76,1,400,1084.00,
513691,JMT AUTO LTD,T ,Q,2.90,2.94,2.70,2.72,2.72,2.83,92,127744,355933.00,
513693,KIC METALIKS,X ,Q,26.50,27.00,25.30,26.90,27.00,25.35,110,120598,3073224.00,
513699,SOLID STONE ,X ,Q,53.75,53.75,53.75,53.75,53.75,55.00,1,400,21500.00,
513709,SHILP GRAVUR,X ,Q,92.45,92.50,89.50,89.55,89.55,89.75,54,3238,290793.00,
513713,WHITEORG    ,X ,Q,4.55,4.73,4.30,4.39,4.39,4.59,117,44839,200674.00,
513729,ARO GRANITE ,B ,Q,44.85,48.65,43.10,43.85,43.85,45.10,479,34982,1625358.00,
514010,HIM.FIBRES  ,XT,Q,2.54,2.54,2.54,2.54,2.54,2.59,2,25,63.00,
514030,DEEPAK SPINN,X ,Q,103.00,103.00,97.00,97.65,98.00,101.50,94,5326,523493.00,
514034,JBF IND.LTD ,B ,Q,11.21,11.54,10.87,11.10,11.20,10.71,389,58929,659487.00,
514036,LOY.TEX MILL,X ,Q,510.00,510.00,501.00,501.00,501.00,510.00,6,330,166500.00,
514043,HIMAT.SEIDE ,A ,Q,157.90,157.90,147.85,149.75,150.60,154.35,1581,61556,9465575.00,
514045,BSL LTD.    ,B ,Q,39.40,39.40,34.30,35.55,35.40,37.40,62,1514,55888.00,
514087,PBM POLYTEX ,X ,Q,56.40,56.40,51.85,53.95,54.00,52.55,15,706,37157.00,
514113,ADHINATH TEX,XT,Q,3.30,3.30,3.30,3.30,3.30,3.36,15,915,3019.00,
514138,SURYALATA SP,XT,Q,124.55,124.75,124.50,124.50,124.50,130.05,4,600,74795.00,
514140,SURYAVA SPIN,X ,Q,7.76,7.76,7.50,7.76,7.76,7.61,12,3057,23651.00,
514142,TT LTD.     ,B ,Q,47.00,47.00,44.20,44.35,44.60,46.60,50,739,33215.00,
514162,WELSPUN (I) ,A ,Q,79.00,81.80,72.80,76.25,76.25,79.60,3266,407964,32022006.00,
514165,IND.ACRYLICS,X ,Q,10.73,10.99,10.28,10.37,10.40,10.62,243,54542,573048.00,
514167,GANESH ECOSP,B ,Q,593.00,603.55,545.00,575.85,589.00,593.95,1124,8674,5038682.00,
514171,CEETA IND.  ,XT,Q,8.47,8.47,8.16,8.47,8.47,8.31,14,1093,9251.00,
514175,VARDHMAN POL,B ,Q,22.90,22.90,21.30,21.30,21.30,22.40,44,7898,175725.00,
514183,BLA ROS IND ,X ,Q,154.90,155.90,140.05,142.25,142.25,150.05,2511,121800,17595758.00,
514211,SUMEET INDUS,T ,Q,3.39,3.39,3.07,3.39,3.39,3.23,102,119791,401607.00,
514215,BINNY LTD.  ,XT,Q,132.95,132.95,126.00,126.60,128.00,127.85,42,2284,294833.00,
514223,RAMGOPAL POL,XT,Q,1.35,1.35,1.35,1.35,1.35,1.35,3,129,174.00,
514234,SANGAM INDIA,T ,Q,81.10,83.00,79.20,79.20,79.20,82.15,11,856,70156.00,
514240,KUSHIND     ,X ,Q,1.86,1.91,1.86,1.91,1.91,1.89,17,752,1412.00,
514248,SREECHEM RES,P ,Q,6.98,6.98,6.98,6.98,6.98,6.65,5,600,4188.00,
514264,SEASONS TEXT,XT,Q,6.59,6.59,6.59,6.59,6.59,6.28,1,5,32.00,
514266,ZENITH FIBRE,X ,Q,41.10,41.75,39.00,40.85,40.90,39.80,32,3519,141767.00,
514272,BHILWARA SP.,X ,Q,14.44,14.50,13.68,14.37,14.50,14.38,15,12552,180594.00,
514274,AARVEE DENIM,B ,Q,18.40,18.40,17.05,17.30,17.25,17.60,16,2613,46703.00,
514286,ASHIMA LTD. ,B ,Q,16.43,16.77,16.06,16.06,16.06,16.90,114,59424,957550.00,
514300,PIONEER EMB ,B ,Q,39.95,42.00,39.00,39.25,39.25,39.30,39,2288,91066.00,
514302,VIPPY SPIN. ,X ,Q,45.00,46.40,45.00,45.00,45.00,45.00,7,857,38582.00,
514312,JAY HIND SYN,XT,Q,2.47,2.47,2.30,2.35,2.35,2.36,16,16621,40266.00,
514316,RAGHUVIR SYN,X ,Q,216.00,216.00,196.10,196.10,196.10,205.80,2,26,5118.00,
514322,KAMADGIRI   ,X ,Q,29.95,29.95,29.25,29.45,29.25,29.80,17,616,18145.00,
514326,PATSPIN INDI,B ,Q,5.52,5.80,5.41,5.80,5.80,5.69,6,210,1147.00,
514330,ONEGLOBAL   ,X ,Q,4.59,4.59,4.59,4.59,4.59,4.50,3,225,1032.00,
514332,NEOINFRA    ,X ,Q,15.15,15.15,15.00,15.00,15.00,15.15,8,7695,116034.00,
514354,PREMIER POLY,B ,Q,37.05,37.05,36.45,36.45,36.45,38.50,16,168,6127.00,
514360,KRRAIL      ,X ,Q,14.50,14.95,13.63,13.64,13.64,14.06,23,1823,26025.00,
514386,GUJ COTEX   ,X ,Q,1.16,1.17,1.16,1.17,1.17,1.18,4,105,122.00,
514394,AJIL        ,X ,Q,32.00,32.00,29.45,29.60,29.45,30.95,134,12628,381673.00,
514412,SARUPINDUS  ,X ,Q,17.00,17.00,17.00,17.00,17.00,16.90,2,8,136.00,
514418,MANORG      ,X ,Q,499.50,499.50,486.00,493.20,495.00,484.90,339,12851,6323483.00,
514428,HINDU.ADHESI,X ,Q,118.00,122.00,112.05,114.80,116.95,121.00,23,1223,142756.00,
514442,SRI KPR IND ,X ,Q,12.33,12.33,12.33,12.33,12.33,12.97,2,505,6226.00,
514448,JYOTI RESINS,X ,Q,490.00,514.90,472.00,479.30,483.90,495.25,127,5720,2765818.00,
514450,MAHA.RUBTECH,X ,Q,41.00,41.00,40.20,40.20,40.20,40.55,12,1894,76563.00,
514454,SOUTH.LATEX ,XT,Q,5.32,5.32,5.32,5.32,5.32,5.59,1,300,1596.00,
514470,WIMSOME TEXT,T ,Q,31.45,33.00,30.05,31.75,32.50,31.45,22,3808,119830.00,
514484,THAMBI MOD. ,X ,Q,7.15,7.15,7.15,7.15,7.15,7.52,1,42,300.00,
515008,MOD.INSUL.  ,XT,Q,50.55,52.50,49.00,49.90,50.10,51.30,77,15624,789868.00,
515030,ASAHI IN.GLA,A ,Q,317.55,317.55,304.50,307.70,311.15,314.10,366,3855,1195340.00,
515037,MURD.CERAM  ,B ,Q,21.25,21.65,20.80,20.95,20.85,21.35,91,9977,209896.00,
515043,SAINT-GOBAIN,X ,Q,69.70,70.90,65.25,66.30,66.30,68.10,781,71530,4836841.00,
515055,ANANTRAJ    ,B ,Q,54.80,56.25,51.80,51.95,51.95,54.50,1100,109607,5882128.00,
515059,MADHUS.IND. ,X ,Q,10.55,11.48,10.45,11.48,11.48,11.00,4,365,3844.00,
515085,RESTILE CER.,X ,Q,2.20,2.20,2.03,2.04,2.04,2.10,25,22450,46254.00,
515093,MADHAV MARB.,B ,Q,53.75,54.10,52.55,52.70,52.55,52.35,55,5739,306704.00,
515145,HIND.NAT.GLS,B ,Q,33.40,38.40,32.50,38.20,38.40,32.00,1238,143443,5238527.00,
515147,HALDYN GLASS,X ,Q,32.10,34.50,31.00,33.05,33.05,31.85,1265,462571,15213011.00,
516003,DUROPLY     ,X ,Q,65.75,65.90,58.20,60.65,60.65,62.65,22,1709,107308.00,
516007,MANGALAM TIM,B ,Q,11.20,11.20,11.20,11.20,11.20,11.69,1,1500,16800.00,
516016,SHREYANS IND,B ,Q,103.05,117.10,97.10,106.00,106.45,100.75,1013,71375,7846669.00,
516020,AGIO PAPER  ,XT,Q,1.97,1.97,1.97,1.97,1.97,1.88,3,349,687.00,
516022,STAR PAPER  ,B ,Q,128.00,130.65,123.00,124.10,124.15,125.90,282,20253,2557723.00,
516030,YASHPAKKA   ,X ,Q,81.45,81.50,76.50,77.80,78.00,80.20,435,65172,5131556.00,
516032,SARDA PAPERS,XT,Q,3.87,3.87,3.87,3.87,3.87,4.07,4,100,387.00,
516062,NAT.PLYWOOD ,Z ,Q,5.20,5.20,5.20,5.20,5.20,4.96,5,2066,10743.00,
516064,ARROWGREEN  ,T ,Q,75.00,75.00,72.60,72.60,72.60,76.40,25,1795,130556.00,
516072,VISHNU CHEM ,B ,Q,213.60,229.10,213.60,229.10,229.10,208.30,887,16246,3659603.00,
516082,N.R.AGARWAL ,B ,Q,260.05,260.05,235.75,241.40,244.05,254.00,434,6427,1593939.00,
516092,3PLAND      ,B ,Q,9.41,9.41,8.55,8.94,8.94,9.29,48,9424,82298.00,
516096,SANGAL PAPER,XT,Q,64.00,64.00,64.00,64.00,64.00,66.35,1,700,44800.00,
516106,SH.KARTHIK P,X ,Q,2.31,2.55,2.31,2.55,2.55,2.43,7,13544,33537.00,
516108,S.I.PAPER   ,X ,Q,94.90,94.90,85.15,86.90,86.00,87.50,108,7122,624734.00,
517015,VINDHYA TELE,A ,Q,831.05,836.00,791.60,800.15,801.90,823.45,720,4915,3972124.00,
517035,RUTTONSHA IN,XT,Q,50.85,52.85,48.35,48.55,50.40,50.85,30,1156,56134.00,
517041,ADORWELDING ,B ,Q,311.50,316.00,301.15,305.60,306.85,308.05,180,2226,688581.00,
517059,SALZER ELEC ,B ,Q,126.45,127.00,120.30,121.70,121.90,124.00,203,4399,539892.00,
517063,JETINFOTRAN ,X ,Q,39.70,39.70,37.90,37.90,37.90,39.80,6,361,13699.00,
517077,INDAGIV COMM,XT,Q,28.00,28.00,28.00,28.00,28.00,29.45,4,100,2800.00,
517096,APLAB LTD.  ,X ,Q,19.40,19.40,16.00,17.80,16.75,19.40,54,4433,78212.00,
517119,PCS TECH    ,X ,Q,5.77,6.04,5.72,5.72,5.72,5.77,16,2732,15971.00,
517146,USHA MART.LT,A ,Q,32.90,34.20,31.45,32.00,32.00,32.80,1550,350696,11577492.00,
517166,SPEL SEMICON,XT,Q,14.79,14.89,13.54,13.88,14.40,14.21,117,44730,637359.00,
517168,SUBROS LTD. ,A ,Q,315.10,315.10,304.30,307.00,308.30,311.40,104,1443,447270.00,
517170,KLKELEC     ,XT,Q,16.50,16.75,16.50,16.75,16.75,16.25,2,200,3326.00,
517174,HONEYWELL   ,A ,Q,47898.50,47929.25,44000.00,45033.35,44800.00,46985.25,342,496,22539083.00,
517206,LUMAX IND   ,B ,Q,1657.10,1679.00,1648.00,1652.75,1661.35,1648.30,87,302,500089.00,
517214,DIGISPICE   ,T ,Q,61.95,61.95,61.95,61.95,61.95,65.20,36,8047,498511.00,
517230,PREM.AU.ELEC,Z ,Q,7.08,7.08,7.00,7.08,7.08,6.75,45,8939,63150.00,
517236,CALCOM VISIO,X ,Q,24.30,24.30,24.20,24.20,24.20,23.15,21,1485,35999.00,
517238,DYNAVISION  ,XT,Q,69.00,69.00,69.00,69.00,69.00,69.00,2,150,10350.00,
517246,BCC FUBA    ,XT,Q,16.91,16.91,16.91,16.91,16.91,16.11,44,15498,262071.00,
517264,FINELINE CI ,X ,Q,19.10,19.10,19.10,19.10,19.10,20.10,1,28,534.00,
517271,HBL P SYS   ,B ,Q,35.60,36.85,34.55,35.05,35.05,35.55,446,54462,1928017.00,
517273,S&S POWER SW,T ,Q,17.85,19.65,17.85,19.00,19.00,18.75,15,2127,38490.00,
517288,GUJARATPOLY ,X ,Q,6.00,6.00,6.00,6.00,6.00,6.20,3,357,2142.00,
517300,GUJ.IND.POW.,A ,Q,81.35,81.70,74.25,76.45,76.45,80.15,1190,84820,6596981.00,
517330,CMI LTD.    ,T ,Q,52.95,52.95,48.55,48.65,49.25,51.10,65,13396,685012.00,
517334,MOTHERSON SS,A ,Q,222.50,224.50,212.25,216.00,216.00,220.55,7572,777028,170927950.00,
517344,MINDTECK (I),B ,Q,46.80,46.85,43.70,43.70,43.70,45.95,225,4078,180959.00,
517354,HAVELLSINDIA,A ,Q,1061.15,1069.25,1017.20,1023.95,1023.95,1061.15,2363,57587,60043714.00,
517356,ACI INFOCOM ,X ,Q,0.30,0.30,0.30,0.30,0.30,0.31,32,29749,8924.00,
517370,INCAP LTD.  ,XT,Q,20.40,20.40,20.40,20.40,20.40,21.30,4,124,2529.00,
517372,GUJ.INTRUX  ,X ,Q,100.00,104.60,95.20,99.00,99.00,100.35,18,1295,131922.00,
517380,IGARSHI MOT ,A ,Q,315.00,315.05,293.80,296.50,296.50,310.00,1165,16822,5102545.00,
517385,SYMPHONY    ,A ,Q,1250.05,1273.85,1215.55,1226.25,1228.20,1247.25,459,2900,3588555.00,
517393,VINTRON INF.,X ,Q,0.70,0.70,0.67,0.67,0.67,0.70,3,112,75.00,
517397,PAN ELECTR. ,XT,Q,6.05,6.05,6.05,6.05,6.05,6.00,1,500,3025.00,
517399,VXL INSTRUM.,X ,Q,3.00,3.00,3.00,3.00,3.00,2.92,1,100,300.00,
517415,LEE&NEE SOFT,XT,Q,1.85,1.85,1.85,1.85,1.85,1.77,9,6101,11286.00,
517417,PATEL AIRTEM,X ,Q,149.95,149.95,145.50,146.50,146.50,146.60,102,8323,1222821.00,
517421,BFLYGANDHI  ,B ,Q,588.30,588.50,549.95,557.35,557.40,577.90,4140,55985,31938019.00,
517429,ATHENAGLO   ,XT,Q,39.90,39.90,38.50,38.50,38.50,40.50,13,11451,447152.00,
517437,DUTRON POLY.,XT,Q,124.00,124.00,124.00,124.00,124.00,130.15,1,3,372.00,
517447,R.S.SOFTWARE,B ,Q,25.10,26.95,25.10,25.15,25.30,26.10,90,6000,155789.00,
517477,ELNET TECH. ,X ,Q,127.80,127.80,123.00,123.05,123.00,125.85,50,1746,217709.00,
517494,ACCEL       ,XT,Q,17.13,17.13,16.40,16.84,17.13,16.32,180,120766,2063823.00,
517498,WEBELSOLAR  ,B ,Q,43.65,44.10,42.30,42.35,43.30,44.50,179,72117,3077340.00,
517500,ROTO PUMPS  ,X ,Q,138.30,140.50,134.00,134.80,135.00,138.80,300,16859,2300497.00,
517506,TTK PRESTIGE,A ,Q,7520.00,7570.10,7340.00,7378.20,7340.00,7510.40,102,278,2067542.00,
517514,DHINDIA     ,X ,Q,14.80,15.00,14.80,15.00,15.00,14.65,10,2500,37415.00,
517522,RAJ GLO WIR ,B ,Q,812.00,824.95,760.20,773.65,778.95,809.05,723,7669,6037918.00,
517530,SURANATP    ,B ,Q,4.55,4.55,4.24,4.35,4.36,4.39,68,23237,100979.00,
517536,ONWARD TECHN,B ,Q,123.20,128.20,113.40,117.55,118.55,121.30,569,14386,1743969.00,
517544,CENTUM ELEC ,B ,Q,422.40,437.00,407.20,413.65,418.00,422.95,212,5171,2214460.00,
517546,ALFA TRANSFO,X ,Q,10.40,10.40,10.40,10.40,10.40,10.87,3,200,2080.00,
517548,STARLITE COM,Z ,Q,2.97,2.97,2.84,2.84,2.84,2.98,2,739,2105.00,
517554,NHCFOODS    ,X ,Q,6.55,6.72,6.55,6.72,6.72,6.75,12,3920,26314.00,
517562,TRIGYN TECH ,B ,Q,70.00,71.00,65.00,65.70,66.50,69.70,366,23134,1555968.00,
517569,KEI INDUST. ,A ,Q,552.00,557.00,502.60,510.75,510.75,542.60,2117,57181,30398464.00,
517571,IMPPOWERS   ,B ,Q,15.60,15.60,14.95,14.95,14.95,15.70,133,4597,69731.00,
518029,GUJ.SIDH.CEM,B ,Q,36.40,36.40,34.20,34.65,34.65,35.35,236,18480,647981.00,
518075,SURAJ PRODUC,Z ,Q,35.00,35.00,35.00,35.00,35.00,35.40,4,100,3500.00,
